Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,user-definedlabeln
60.00,70.00,16.00,45549.00,29524.00,20146.00,9451.00,11595.00,8416.00,5765.00,7095.00,0
57.00,66.00,27.00,19905.00,6867.00,1449.00,9485.00,6214.00,5940.00,5762.00,7619.00,0
61.00,75.00,125.00,4500.00,5975.00,5589.00,9056.00,2021.00,7755.00,10167.00,8029.00,0
75.00,97.00,-17.00,6174.00,2454.00,2660.00,13118.00,7017.00,4570.00,4652.00,2056.00,0
64.00,91.00,38.00,201337.00,76315.00,30698.00,4856.00,15993.00,5490.00,1316.00,1207.00,0
61.00,93.00,64.00,29826.00,11833.00,6892.00,12309.00,10059.00,7953.00,5194.00,9082.00,0
57.00,87.00,106.00,3918.00,16344.00,3517.00,15575.00,9301.00,8965.00,9860.00,4385.00,0
35.00,47.00,48.00,119708.00,310706.00,6907.00,5086.00,33430.00,5270.00,3209.00,3392.00,0
48.00,48.00,35.00,3890.00,27457.00,2064.00,11811.00,7906.00,10188.00,1673.00,9910.00,0
47.00,44.00,10.00,22188.00,11177.00,6275.00,3841.00,6333.00,4002.00,2251.00,3198.00,0
56.00,40.00,64.00,18221.00,4012.00,3584.00,1308.00,6587.00,6933.00,2180.00,1707.00,0
74.00,69.00,23.00,4997.00,10540.00,2268.00,4703.00,1608.00,2186.00,3953.00,2514.00,0
77.00,64.00,18.00,5073.00,15710.00,1181.00,3580.00,2281.00,6411.00,2692.00,1775.00,0
80.00,74.00,41.00,3676.00,4535.00,5338.00,10201.00,6070.00,5382.00,2086.00,2304.00,0
69.00,83.00,39.00,4841.00,4012.00,1236.00,6802.00,6740.00,3050.00,4623.00,7384.00,0
87.00,70.00,11.00,5594.00,8081.00,1581.00,2204.00,3080.00,8409.00,2277.00,4640.00,0
64.00,61.00,1.00,381964.00,538878.00,15244.00,29178.00,8280.00,16011.00,9565.00,7666.00,0
64.00,50.00,33.00,13851.00,16527.00,4548.00,7433.00,7050.00,7995.00,4804.00,5988.00,0
67.00,50.00,59.00,6690.00,4657.00,1110.00,8900.00,6251.00,4935.00,2136.00,4648.00,0
50.00,56.00,53.00,112524.00,12203.00,2714.00,3124.00,1626.00,1784.00,2061.00,2266.00,0
51.00,80.00,-59.00,269061.00,116581.00,89173.00,14200.00,31935.00,8904.00,13475.00,4370.00,0
41.00,57.00,453.00,47008.00,53562.00,265.00,2855.00,3018.00,5433.00,2917.00,1281.00,0
27.00,50.00,167.00,294360.00,32926.00,5646.00,5054.00,3595.00,3088.00,496.00,299.00,0
16.00,43.00,137.00,237548.00,619491.00,80226.00,66743.00,19912.00,18398.00,2899.00,8455.00,0
21.00,44.00,487.00,318420.00,17836.00,7510.00,11394.00,5754.00,2692.00,1924.00,1446.00,0
13.00,60.00,34.00,672736.00,43286.00,5230.00,3658.00,3623.00,2001.00,760.00,784.00,0
23.00,63.00,66.00,71032.00,39617.00,13762.00,3427.00,1237.00,10649.00,4542.00,3920.00,0
51.00,69.00,20.00,11274.00,4850.00,1445.00,5892.00,6569.00,7041.00,2498.00,866.00,0
69.00,63.00,20.00,4741.00,7524.00,5422.00,3646.00,6942.00,9935.00,3059.00,3746.00,0
84.00,80.00,18.00,4052.00,5459.00,10866.00,984.00,2168.00,4183.00,2014.00,1788.00,0
75.00,84.00,96.00,281035.00,69295.00,31465.00,15875.00,9501.00,6953.00,7570.00,12518.00,0
63.00,78.00,92.00,369070.00,119061.00,8156.00,23449.00,25803.00,28559.00,16142.00,13045.00,0
57.00,77.00,117.00,143428.00,23908.00,10986.00,2790.00,5935.00,10856.00,6892.00,11098.00,0
53.00,64.00,60.00,13145.00,25191.00,8080.00,4810.00,9175.00,6190.00,7648.00,5252.00,0
64.00,50.00,53.00,119046.00,15717.00,2100.00,1120.00,3238.00,3589.00,2677.00,1664.00,0
50.00,35.00,84.00,851134.00,614069.00,17623.00,12810.00,9834.00,18861.00,8768.00,7120.00,0
47.00,43.00,25.00,8925.00,12297.00,9447.00,9778.00,6385.00,7153.00,2592.00,3662.00,0
43.00,64.00,256.00,609043.00,34588.00,3102.00,15180.00,3411.00,8197.00,5048.00,4241.00,0
24.00,75.00,23.00,1113217.00,195128.00,84981.00,38123.00,35667.00,10909.00,15161.00,15362.00,0
40.00,93.00,166.00,186266.00,23972.00,44632.00,4307.00,7167.00,11233.00,13141.00,10609.00,0
34.00,88.00,-772.00,233222.00,573529.00,192021.00,70193.00,45953.00,32144.00,25711.00,52158.00,0
29.00,84.00,38.00,343714.00,6786.00,2152.00,848.00,1620.00,1124.00,619.00,762.00,0
41.00,88.00,-57.00,454357.00,180418.00,169755.00,65460.00,68586.00,49304.00,43973.00,16902.00,0
38.00,70.00,35.00,233500.00,100136.00,25602.00,3524.00,10549.00,13849.00,6389.00,2874.00,0
57.00,57.00,-25.00,79269.00,13103.00,1606.00,2140.00,8464.00,5504.00,5087.00,7856.00,0
67.00,50.00,-6.00,504447.00,30707.00,4853.00,6851.00,37992.00,16148.00,10704.00,16873.00,0
78.00,37.00,32.00,606464.00,90648.00,9909.00,23094.00,35664.00,44298.00,19111.00,17118.00,0
84.00,51.00,7.00,3061.00,6485.00,11719.00,4425.00,3871.00,5298.00,12878.00,5621.00,0
75.00,51.00,32.00,814383.00,465844.00,63464.00,11370.00,21472.00,55901.00,11199.00,5665.00,0
77.00,60.00,36.00,9168.00,9549.00,2648.00,4274.00,7591.00,8604.00,7527.00,9131.00,0
66.00,63.00,12.00,130436.00,64394.00,23631.00,2425.00,9350.00,9560.00,2269.00,1220.00,0
53.00,50.00,151.00,575202.00,397717.00,77043.00,40420.00,16424.00,27442.00,24339.00,24760.00,0
61.00,47.00,48.00,1155108.00,55717.00,7303.00,1751.00,14170.00,16385.00,8624.00,18437.00,0
66.00,44.00,38.00,3476.00,11560.00,1106.00,8048.00,6647.00,16223.00,7257.00,4892.00,0
70.00,41.00,424.00,230842.00,195980.00,10384.00,58210.00,99519.00,55710.00,30128.00,14575.00,0
60.00,51.00,76.00,253010.00,92652.00,44752.00,17141.00,4653.00,2224.00,4634.00,1153.00,0
56.00,61.00,41.00,81238.00,11713.00,2618.00,1535.00,887.00,3246.00,2161.00,1780.00,0
27.00,51.00,61.00,853862.00,776163.00,41846.00,40641.00,12203.00,29907.00,15314.00,7688.00,0
29.00,53.00,65.00,487992.00,81955.00,22029.00,9672.00,27179.00,25251.00,24689.00,11307.00,0
38.00,41.00,50.00,436362.00,338569.00,26155.00,55112.00,20778.00,14648.00,5401.00,11836.00,0
53.00,41.00,12.00,6446.00,4037.00,6281.00,1587.00,11931.00,11716.00,21765.00,7318.00,0
75.00,48.00,76.00,8581.00,19718.00,1845.00,4640.00,7966.00,9039.00,8621.00,5585.00,0
63.00,48.00,-151.00,354522.00,277336.00,40607.00,25332.00,24504.00,19912.00,6119.00,14426.00,0
67.00,48.00,71.00,100270.00,23489.00,5003.00,2006.00,4830.00,2141.00,2171.00,2128.00,0
57.00,57.00,41.00,3074.00,10153.00,7429.00,7455.00,5495.00,7994.00,8289.00,5956.00,0
50.00,56.00,11.00,445085.00,290369.00,42734.00,13888.00,19885.00,46434.00,11118.00,13844.00,0
69.00,64.00,73.00,33836.00,11757.00,8910.00,11573.00,8910.00,18224.00,11663.00,6631.00,0
75.00,60.00,28.00,177309.00,268506.00,34979.00,16625.00,32658.00,34195.00,18367.00,7882.00,0
67.00,57.00,23.00,628776.00,41743.00,14849.00,16759.00,11843.00,11680.00,6896.00,8454.00,0
77.00,77.00,56.00,7436.00,4982.00,2037.00,9838.00,2150.00,5821.00,4858.00,3206.00,0
70.00,78.00,76.00,1789.00,8301.00,2790.00,6612.00,1643.00,5889.00,9033.00,7456.00,0
66.00,81.00,-1.00,452948.00,224305.00,33536.00,20238.00,16918.00,21726.00,6652.00,7304.00,0
75.00,70.00,-40.00,263274.00,21674.00,1967.00,6844.00,8709.00,11748.00,10811.00,6578.00,0
61.00,69.00,-563.00,54890.00,95934.00,60093.00,30959.00,6092.00,14832.00,4446.00,4977.00,0
41.00,67.00,-21.00,1674076.00,78180.00,27296.00,24287.00,9598.00,4541.00,2407.00,3319.00,0
47.00,77.00,33.00,56246.00,21926.00,12043.00,8075.00,18881.00,6065.00,7353.00,8947.00,0
51.00,93.00,-5.00,15947.00,1551.00,2519.00,9335.00,2847.00,8061.00,3566.00,7602.00,0
47.00,78.00,13.00,267276.00,227148.00,32073.00,21654.00,16828.00,15227.00,7840.00,10294.00,0
54.00,74.00,-205.00,137652.00,186442.00,56304.00,33994.00,46341.00,26396.00,6441.00,3488.00,0
53.00,80.00,75.00,1307632.00,62671.00,20757.00,41442.00,7531.00,12964.00,27955.00,7102.00,0
51.00,64.00,53.00,18222.00,10364.00,1761.00,3638.00,6531.00,8596.00,37864.00,6866.00,0
64.00,56.00,23.00,106605.00,103128.00,8426.00,6512.00,12858.00,27353.00,5879.00,1824.00,0
67.00,57.00,37.00,92456.00,39072.00,18436.00,4112.00,7088.00,7192.00,1202.00,245.00,0
81.00,50.00,37.00,55440.00,19144.00,8673.00,4713.00,10252.00,14658.00,9887.00,9726.00,0
83.00,61.00,36.00,5613.00,7073.00,4495.00,9033.00,3500.00,13618.00,8856.00,5794.00,0
77.00,80.00,81.00,300382.00,115533.00,57991.00,35919.00,25732.00,18877.00,14695.00,9696.00,0
77.00,78.00,-338.00,162302.00,77935.00,24312.00,8282.00,13581.00,12464.00,6864.00,8748.00,0
57.00,67.00,19.00,878532.00,190347.00,11399.00,20290.00,16200.00,14956.00,9538.00,7608.00,0
50.00,77.00,-549.00,108381.00,42880.00,96058.00,117016.00,67025.00,73683.00,18389.00,3203.00,0
40.00,69.00,9.00,718612.00,27823.00,5396.00,4913.00,2911.00,1028.00,862.00,311.00,0
44.00,83.00,20.00,10510.00,3168.00,1559.00,10571.00,4623.00,3398.00,4649.00,2414.00,0
66.00,91.00,60.00,4890.00,4926.00,2082.00,5772.00,8884.00,9168.00,6508.00,9451.00,0
67.00,87.00,37.00,8294.00,1952.00,5209.00,5117.00,8201.00,3471.00,3113.00,2724.00,0
66.00,77.00,24.00,214278.00,320991.00,20512.00,21986.00,18190.00,10010.00,5143.00,3360.00,0
61.00,70.00,50.00,45748.00,41148.00,18329.00,21448.00,10778.00,8249.00,7885.00,9401.00,0
38.00,74.00,-141.00,160061.00,71108.00,21914.00,14600.00,6068.00,6628.00,2997.00,1955.00,0
29.00,61.00,54.00,263670.00,55735.00,4597.00,15974.00,10762.00,9682.00,13947.00,8783.00,0
41.00,90.00,19.00,1753.00,6208.00,14361.00,8078.00,4047.00,3056.00,3650.00,1638.00,0
47.00,87.00,57.00,8620.00,6788.00,1845.00,4783.00,3157.00,2559.00,1192.00,2778.00,0
51.00,81.00,114.00,177951.00,51899.00,6464.00,10589.00,2987.00,7609.00,2235.00,1316.00,0
44.00,94.00,44.00,25293.00,16285.00,6212.00,21999.00,9865.00,2587.00,3168.00,3094.00,0
60.00,91.00,161.00,11280.00,3280.00,13027.00,14761.00,6396.00,15964.00,7210.00,3855.00,0
53.00,93.00,50.00,63030.00,30686.00,9390.00,16540.00,2643.00,4695.00,2524.00,3839.00,0
54.00,100.00,139.00,8267.00,14109.00,5184.00,12610.00,3985.00,4437.00,3781.00,1103.00,0
70.00,100.00,58.00,4080.00,14391.00,1350.00,14478.00,3611.00,9696.00,7138.00,5030.00,0
54.00,100.00,18.00,24786.00,22431.00,5674.00,25701.00,5442.00,4402.00,4299.00,3589.00,0
53.00,83.00,41.00,75618.00,207138.00,8433.00,26160.00,21809.00,19336.00,4744.00,8063.00,0
56.00,63.00,52.00,91067.00,25138.00,1502.00,3166.00,8347.00,5441.00,2292.00,4325.00,0
47.00,67.00,-30.00,13248.00,6624.00,6674.00,11376.00,8095.00,3267.00,3242.00,3114.00,0
64.00,56.00,48.00,14072.00,3084.00,2665.00,3477.00,7041.00,6130.00,3393.00,3976.00,0
70.00,69.00,66.00,1840.00,13901.00,5433.00,5682.00,4476.00,4410.00,4129.00,2691.00,0
66.00,87.00,71.00,5512.00,20758.00,1440.00,14356.00,4651.00,3494.00,4137.00,1157.00,0
66.00,90.00,977.00,58961.00,49869.00,56026.00,75176.00,27996.00,22849.00,7463.00,5265.00,0
41.00,91.00,5.00,926389.00,95982.00,27974.00,15640.00,6017.00,5140.00,1822.00,1031.00,0
44.00,84.00,52.00,14467.00,10048.00,4349.00,2668.00,10650.00,4516.00,2042.00,2214.00,0
48.00,88.00,44.00,3331.00,7286.00,5879.00,4118.00,3931.00,2425.00,4249.00,3211.00,0
57.00,64.00,65.00,3938.00,19808.00,1114.00,5443.00,7639.00,9908.00,6995.00,3677.00,0
80.00,66.00,-10.00,3782.00,4229.00,2808.00,7399.00,8143.00,6236.00,5789.00,2442.00,0
88.00,64.00,25.00,7524.00,9404.00,2129.00,5418.00,10215.00,11741.00,3156.00,2718.00,0
84.00,70.00,38.00,41513.00,15199.00,18728.00,10306.00,4113.00,3522.00,3508.00,1954.00,0
70.00,69.00,7.00,87709.00,280164.00,17936.00,26070.00,21070.00,29023.00,7967.00,5095.00,0
69.00,63.00,234.00,2811.00,20903.00,2847.00,8915.00,6016.00,11171.00,9979.00,3785.00,0
66.00,53.00,26.00,25984.00,25715.00,10134.00,11097.00,5353.00,14226.00,5918.00,3909.00,0
66.00,67.00,10.00,316065.00,36272.00,15771.00,5156.00,6919.00,5833.00,3700.00,4995.00,0
64.00,69.00,97.00,25548.00,19861.00,9249.00,6840.00,17425.00,8739.00,13492.00,8231.00,0
63.00,83.00,17.00,63290.00,27568.00,19751.00,18163.00,9189.00,6588.00,7090.00,6042.00,0
57.00,83.00,-20.00,308942.00,68750.00,13659.00,30819.00,12406.00,20509.00,6727.00,5524.00,0
51.00,94.00,39.00,61446.00,13772.00,20485.00,17873.00,10267.00,2789.00,6580.00,3391.00,0
53.00,100.00,0.00,14415.00,5008.00,9025.00,6423.00,8958.00,5378.00,5344.00,2203.00,0
63.00,91.00,6.00,5911.00,5269.00,1268.00,2011.00,2646.00,3015.00,3520.00,2810.00,0
67.00,94.00,22.00,8202.00,7291.00,1638.00,8337.00,4589.00,5528.00,2694.00,2363.00,0
83.00,83.00,19.00,10123.00,14276.00,5172.00,9720.00,9838.00,7673.00,3780.00,5840.00,0
69.00,81.00,-162.00,54219.00,122326.00,68524.00,50112.00,16367.00,17185.00,4896.00,4528.00,0
43.00,70.00,28.00,1463048.00,116794.00,7645.00,6713.00,2799.00,2455.00,828.00,1215.00,0
41.00,83.00,29.00,4773.00,6956.00,5183.00,25077.00,4286.00,9556.00,5684.00,6308.00,0
26.00,64.00,86.00,374296.00,301467.00,3962.00,24832.00,30352.00,17383.00,6138.00,6617.00,0
30.00,67.00,-119.00,49640.00,23226.00,15273.00,30932.00,7962.00,10026.00,6083.00,5538.00,0
41.00,64.00,-156.00,540627.00,254012.00,6719.00,20448.00,19205.00,13435.00,5895.00,7799.00,0
20.00,40.00,37.00,72872.00,45321.00,5462.00,617.00,1059.00,1217.00,662.00,505.00,0
30.00,50.00,-7.00,528776.00,71159.00,17613.00,5941.00,3240.00,16484.00,10978.00,7784.00,0
34.00,38.00,92.00,170019.00,180625.00,22024.00,55195.00,13951.00,39175.00,13575.00,11254.00,0
53.00,57.00,27.00,8703.00,8645.00,9194.00,3857.00,3135.00,8239.00,11702.00,15835.00,0
66.00,61.00,-3.00,330934.00,117860.00,13172.00,10160.00,12848.00,14722.00,2576.00,5863.00,0
67.00,69.00,21.00,19114.00,33001.00,17536.00,12739.00,4778.00,14578.00,7160.00,5328.00,0
75.00,75.00,194.00,285040.00,90897.00,42523.00,49992.00,57574.00,54105.00,11091.00,10657.00,0
70.00,66.00,9.00,2494097.00,580713.00,151087.00,148219.00,145325.00,237602.00,90641.00,47520.00,0
66.00,63.00,-76.00,1179946.00,209855.00,20956.00,9711.00,33694.00,15674.00,12617.00,9750.00,0
67.00,67.00,70.00,277914.00,22336.00,34944.00,20203.00,16632.00,19938.00,34407.00,12018.00,0
78.00,67.00,43.00,7051.00,5102.00,4227.00,9606.00,5953.00,16683.00,13386.00,6634.00,0
84.00,74.00,56.00,11861.00,8456.00,6378.00,8478.00,6989.00,13360.00,12749.00,8173.00,0
84.00,94.00,69.00,395156.00,32572.00,29031.00,4281.00,6219.00,4433.00,6263.00,4750.00,0
69.00,83.00,60.00,183433.00,126517.00,26778.00,19387.00,4028.00,8928.00,2855.00,3892.00,0
64.00,81.00,-2.00,190615.00,19055.00,16790.00,6082.00,10679.00,24291.00,22240.00,10963.00,0
70.00,70.00,25.00,6759.00,4375.00,4072.00,1218.00,6338.00,16666.00,9495.00,7092.00,0
83.00,61.00,32.00,4695.00,15763.00,7462.00,5974.00,12355.00,10042.00,16433.00,11534.00,0
83.00,60.00,8.00,245724.00,313543.00,34666.00,76155.00,58140.00,26137.00,16824.00,10569.00,0
70.00,64.00,33.00,76981.00,9516.00,7946.00,10178.00,10059.00,5977.00,9659.00,8496.00,0
56.00,80.00,1.00,31743.00,16430.00,25984.00,10361.00,12790.00,16042.00,9221.00,4951.00,0
37.00,66.00,26.00,302736.00,167088.00,9183.00,10959.00,18854.00,5327.00,5664.00,3809.00,0
56.00,70.00,16.00,24700.00,11049.00,4117.00,10650.00,9624.00,17527.00,14986.00,6794.00,0
60.00,61.00,28.00,1483601.00,166294.00,143418.00,111651.00,65677.00,26385.00,25895.00,22026.00,1
53.00,64.00,227.00,1564541.00,56860.00,35668.00,103544.00,66729.00,73857.00,63339.00,28094.00,1
38.00,47.00,3.00,215712.00,64474.00,5558.00,1795.00,2792.00,3345.00,1820.00,1804.00,1
30.00,64.00,57.00,1836449.00,135761.00,154142.00,67203.00,55652.00,29293.00,46551.00,24370.00,1
40.00,56.00,202.00,532762.00,48661.00,20573.00,11257.00,9773.00,12974.00,16250.00,14457.00,1
34.00,53.00,-25.00,621940.00,172629.00,17983.00,7920.00,6008.00,13577.00,12140.00,6173.00,1
29.00,47.00,553.00,416926.00,147476.00,91059.00,34146.00,70654.00,18363.00,13079.00,11933.00,1
21.00,47.00,40.00,730796.00,47017.00,23341.00,6301.00,7003.00,4432.00,1139.00,1305.00,1
20.00,41.00,-471.00,468133.00,310258.00,45471.00,34937.00,25605.00,39554.00,12821.00,11416.00,1
24.00,47.00,37.00,869313.00,48063.00,8603.00,6727.00,7617.00,7312.00,5334.00,4514.00,1
30.00,44.00,27.00,38704.00,46779.00,13714.00,18214.00,15882.00,11496.00,8331.00,6185.00,1
44.00,34.00,85.00,92704.00,10583.00,226.00,3595.00,6772.00,5147.00,2370.00,2090.00,1
40.00,35.00,-5.00,380472.00,265589.00,41947.00,30120.00,14629.00,19189.00,18288.00,10504.00,1
43.00,50.00,26.00,28620.00,16580.00,9785.00,20974.00,6754.00,8183.00,5242.00,5099.00,1
50.00,54.00,12.00,113124.00,4807.00,6407.00,3589.00,3911.00,4484.00,2656.00,2688.00,1
48.00,56.00,21.00,730281.00,37072.00,4706.00,17190.00,53121.00,15810.00,14512.00,7089.00,1
69.00,66.00,134.00,20653.00,6493.00,11179.00,9735.00,4621.00,29589.00,4975.00,13131.00,1
60.00,61.00,192.00,1286262.00,161891.00,83149.00,40458.00,34939.00,14992.00,11224.00,13775.00,1
54.00,51.00,43.00,124265.00,25574.00,2552.00,7158.00,3838.00,5485.00,2875.00,2521.00,1
50.00,61.00,35.00,267095.00,35318.00,31175.00,13592.00,20293.00,11915.00,8534.00,5997.00,1
29.00,50.00,50.00,363882.00,184185.00,24059.00,12936.00,42628.00,16031.00,12834.00,8947.00,1
34.00,40.00,529.00,597979.00,411241.00,11556.00,126772.00,65378.00,56292.00,12041.00,24060.00,1
34.00,40.00,20.00,360450.00,76924.00,10310.00,3551.00,1123.00,3528.00,119.00,138.00,1
20.00,40.00,-251.00,688429.00,137947.00,32252.00,13884.00,12809.00,4378.00,2542.00,2889.00,1
14.00,50.00,124.00,715594.00,41527.00,46738.00,67155.00,17817.00,11693.00,16462.00,12014.00,1
10.00,54.00,22.00,698546.00,87504.00,11858.00,12742.00,5547.00,4295.00,876.00,1047.00,1
14.00,60.00,39.00,37110.00,30275.00,8308.00,10999.00,8661.00,8602.00,3657.00,1792.00,1
37.00,70.00,-8.00,10488.00,4853.00,1720.00,14192.00,3214.00,8588.00,3766.00,1800.00,1
47.00,53.00,-65.00,12770.00,44184.00,4676.00,10622.00,5651.00,13646.00,2110.00,3109.00,1
44.00,54.00,118.00,39527.00,124339.00,9635.00,45545.00,23476.00,5914.00,3132.00,1640.00,1
40.00,56.00,44.00,588916.00,80539.00,43716.00,6499.00,15932.00,13406.00,5577.00,3004.00,1
26.00,50.00,-22.00,149015.00,40426.00,6279.00,18645.00,6300.00,4436.00,4004.00,4410.00,1
16.00,51.00,449.00,867903.00,96307.00,19526.00,7725.00,8130.00,8800.00,2350.00,2210.00,1
16.00,61.00,-115.00,176582.00,15899.00,15122.00,2821.00,1050.00,1252.00,514.00,637.00,1
8.00,63.00,27.00,54388.00,5030.00,2385.00,615.00,389.00,304.00,357.00,185.00,1
4.00,47.00,82.00,741314.00,539276.00,38713.00,23843.00,28159.00,24732.00,6118.00,7281.00,1
1.00,43.00,-210.00,1932124.00,128893.00,12683.00,12165.00,6309.00,4610.00,8606.00,2380.00,1
11.00,37.00,704.00,440033.00,34331.00,24907.00,13142.00,25148.00,13478.00,3222.00,4103.00,1
14.00,30.00,-332.00,203478.00,27829.00,3586.00,5226.00,1991.00,1825.00,618.00,291.00,1
26.00,54.00,120.00,415188.00,3163.00,4651.00,3339.00,1720.00,1881.00,1493.00,483.00,1
43.00,56.00,61.00,271373.00,59594.00,9228.00,6950.00,5441.00,18461.00,2598.00,3372.00,1
41.00,50.00,20.00,1173145.00,77263.00,6637.00,22861.00,10977.00,17595.00,12395.00,8025.00,1
51.00,50.00,198.00,56334.00,86655.00,14792.00,16903.00,11995.00,21508.00,15125.00,16982.00,1
47.00,29.00,365.00,1129992.00,116913.00,24230.00,7244.00,67760.00,15779.00,14239.00,2945.00,1
43.00,40.00,-4.00,504582.00,8733.00,3656.00,3618.00,2525.00,2503.00,676.00,565.00,1
40.00,51.00,17.00,1226078.00,54886.00,49610.00,38338.00,19099.00,18306.00,20848.00,6921.00,1
38.00,53.00,-4.00,363521.00,78954.00,22383.00,8460.00,9729.00,13667.00,2852.00,5900.00,1
38.00,66.00,-8.00,527624.00,167460.00,127678.00,43405.00,45125.00,37119.00,20008.00,13021.00,1
30.00,61.00,65.00,79035.00,144249.00,38045.00,12768.00,13661.00,11384.00,6637.00,10917.00,1
30.00,40.00,25.00,48286.00,109553.00,5550.00,10183.00,36946.00,15496.00,9431.00,10945.00,1
21.00,24.00,83.00,686067.00,231629.00,8804.00,12381.00,24447.00,9897.00,16954.00,8223.00,1
34.00,20.00,4.00,28104.00,29224.00,13953.00,10973.00,3487.00,28111.00,14672.00,3141.00,1
48.00,24.00,25.00,7453.00,18947.00,9412.00,7409.00,4972.00,14203.00,7722.00,8162.00,1
44.00,24.00,41.00,217772.00,124061.00,10128.00,6204.00,18539.00,13320.00,6992.00,5418.00,1
54.00,37.00,28.00,236983.00,125583.00,15871.00,17101.00,6162.00,18685.00,9931.00,7214.00,1
41.00,23.00,48.00,227508.00,266444.00,6136.00,28319.00,5321.00,29463.00,12568.00,6124.00,1
17.00,7.00,67.00,442093.00,471830.00,21123.00,28326.00,19767.00,8774.00,6510.00,7101.00,1
23.00,27.00,-9.00,8281.00,20155.00,21400.00,9459.00,6774.00,9555.00,7808.00,8314.00,1
21.00,37.00,507.00,34213.00,59802.00,15143.00,27352.00,18504.00,9068.00,7252.00,6235.00,1
16.00,48.00,-14.00,631463.00,43506.00,8699.00,9201.00,3003.00,3088.00,1013.00,831.00,1
21.00,63.00,35.00,500728.00,103996.00,20948.00,28360.00,10702.00,5430.00,4346.00,7250.00,1
29.00,44.00,57.00,13337.00,3199.00,755.00,3965.00,23952.00,4422.00,3034.00,3963.00,1
44.00,41.00,41.00,26673.00,4777.00,1680.00,4098.00,4143.00,6768.00,2716.00,1864.00,1
48.00,34.00,-297.00,67202.00,52984.00,7766.00,1660.00,5610.00,4802.00,1509.00,1598.00,1
57.00,41.00,32.00,1004860.00,15111.00,10835.00,12984.00,5612.00,5499.00,1038.00,1455.00,1
60.00,50.00,-3.00,2232.00,7282.00,3290.00,4780.00,5447.00,9381.00,2857.00,1324.00,1
47.00,50.00,41.00,11161.00,15783.00,5787.00,1266.00,2572.00,2712.00,2709.00,2809.00,1
60.00,64.00,11.00,16738.00,6065.00,3341.00,5901.00,2047.00,5815.00,5350.00,4175.00,1
47.00,41.00,34.00,410763.00,660922.00,45109.00,20393.00,37251.00,19288.00,12850.00,3428.00,1
37.00,29.00,20.00,530859.00,58942.00,2582.00,6800.00,14526.00,14168.00,7969.00,5443.00,1
30.00,24.00,55.00,77185.00,10643.00,1782.00,1065.00,3635.00,882.00,1962.00,915.00,1
38.00,8.00,19.00,5393.00,9783.00,1913.00,1593.00,7096.00,10353.00,6438.00,3730.00,1
50.00,30.00,59.00,3876.00,10213.00,11801.00,5759.00,2416.00,2837.00,3447.00,3125.00,1
34.00,38.00,-20.00,140282.00,86207.00,11955.00,6466.00,4469.00,2642.00,1508.00,701.00,1
26.00,24.00,-12.00,932778.00,301960.00,6219.00,9161.00,13322.00,7358.00,6312.00,9567.00,1
1.00,34.00,27.00,84217.00,323915.00,75489.00,40588.00,35395.00,7434.00,8036.00,7809.00,1
1.00,26.00,80.00,20095.00,27397.00,16406.00,6685.00,12336.00,8201.00,4559.00,6288.00,1
20.00,38.00,32.00,9819.00,10691.00,6310.00,8742.00,5108.00,7885.00,4300.00,4627.00,1
34.00,56.00,54.00,1237.00,19280.00,5491.00,6328.00,8489.00,4394.00,3617.00,9045.00,1
53.00,61.00,19.00,345088.00,30931.00,13393.00,9526.00,7730.00,13206.00,10657.00,7393.00,1
47.00,60.00,96.00,446862.00,140076.00,60228.00,20002.00,15619.00,14538.00,7728.00,17654.00,1
47.00,48.00,176.00,78705.00,25273.00,2698.00,5037.00,6408.00,11268.00,14085.00,6021.00,1
61.00,44.00,57.00,8113.00,5085.00,2257.00,1956.00,2240.00,9244.00,6809.00,7681.00,1
